clean_tweet,emotion,label
gamble got road stop driver cheerful friendly sat pull away winning,happy,3
last day register vote going,happy,3
forget cheerful extremely bright cinnamon roll sort twisted side reason everyone must,happy,3
cheerful favorite actor met woman cheerful see cheerful picture,happy,3
solid rock give decided heart give reluctantly compulsion god cheerful joy purpose life peace power faith,happy,3
open really see know wont cheerful picnic anyone,happy,3
father glorify thy name give decided heart give reluctantly compulsion god,happy,3
amy cute teen swinger dating photo partner guide lonely millionaire new near cheerful island older match cougar international sex single looking swipe,happy,3
reliable made judgment bright loyal,happy,3
cheerful pink garnet high grade gneiss broken hill geology,happy,3
maria girl behind cheerful tell please agree,happy,3
barcelona beautiful amazing city full beautiful people met wonderful kind cheerful,happy,3
foggy getting great night going home cheerful whats problem,happy,3
cheerful mural park avenue west hull,happy,3
lovely surprise receive gorgeous cheerful colleague made day touched,happy,3
weird savant nothing charity supporting label music cheerful persona helping dad,happy,3
hull hub cheerful mural park avenue west hull,happy,3
sex photo big tit mate teen dating eighteen relationship exclusive cute girl cheerful old match famous someone mobile meet new wife big likely,happy,3
thought world cheerful game well wrong,happy,3
jade good morning heart like one make day time overflowing give back endless love,happy,3
give decided heart give reluctantly compulsion god,happy,3
aisling brown last day register vote going,happy,3
witty banat daw cheerful also kind looking forward great day,happy,3
painted mouse reading latest upbeat cheerful,happy,3
simply give decided heart give reluctantly compulsion god cheerful joy purpose life peace power faith,happy,3
ruth smith agree super cheerful efficient greenside well done team,happy,3
give joyful exit deserve,happy,3
happy happy birthday one person consider one joyful people ever come meet god,happy,3
joy good luck thank telling make difference really,happy,3
yes real low point youve come long way team must joyful experience afraid heading long spell wilderness might old man next time win league,happy,3
aku aku alias dan aku aku mau,happy,3
new music coming joyful heart supporter soon know incredible,happy,3
barn studio wow thanks much kindness joy lot,happy,3
playful friendly anna may die kennel cough need training video,happy,3
format making joyful noise righteous contemporary,happy,3
sadness grief heart like sponge read sorrowful,happy,3
jane pretty amazing rather joyful even though fan,happy,3
maria playful friendly anna may die kennel cough need training video,happy,3
joy define though truth hard remember sometimes one good people twitter spread kindness creativity view priceless world keep going,happy,3
honestly game made think life joyful day like city dont,happy,3
basically magician weave joyful harmonious celebratory festival room full people incredible watch,happy,3
new music coming joyful heart supporter soon know incredible,happy,3
big thanks much better frightening joyful time hope really,happy,3
nice joyful drive forgetting something spare extra smaller friend went visiting hour away got said baby panic took,happy,3
response happy joyful realistic nice change usual foul mouthed top much,happy,3
excited provide experience muscat please share,happy,3
happy smile joyful grateful,happy,3
cake new music coming joyful heart supporter soon know incredible,happy,3
jean playful friendly anna may die kennel cough need training video,happy,3
pan pacific better way experience city family one roof best choice joyful save pan pacific book till august,happy,3
playful friendly anna may die kennel cough need training video,happy,3
playful friendly anna may die kennel cough need training video,happy,3
happy inspiring joyful team honor work,happy,3
playful friendly anna may die kennel cough need training video,happy,3
linga fruit winery said want know imperialism look rice really want,happy,3
new music coming joyful heart supporter soon know incredible,happy,3
amazing support made impossible joyful game thank much,happy,3
acceptance rise whistling joyful morning,happy,3
another joyful sometimes heartbreaking sweet love story talented trusting trey,happy,3
basil fantastic joyful tomorrow morning,happy,3
aku alias dan aku aku mau,happy,3
march day classic joyful spot butter brand anchor via,happy,3
engine day classic joyful spot butter,happy,3
playful friendly anna may die kennel cough need training video,happy,3
birthday party may love,happy,3
aku alias dan aku aku mau,happy,3
deb aku alias dan aku aku mau,happy,3
joyful web life never simply work love nothing taking stroll office beach,happy,3
thought relish entire rosary one need say joyful luminous sorrowful glorious,happy,3
sale available phone person via,happy,3
aku alias dan aku aku mau,happy,3
good morning glorious day today reading lovely massage,happy,3
good result lucky get established frozen phase joyful age life like,happy,3
law attraction change emotion immediately thinking something joyful singing song happy experience,happy,3
life fitting time fitting time dancing time enjoy seeing,happy,3
jess love today really thank giving joyful twitter day,happy,3
ruth scrumptious afternoon tea cliff house retirement living scheme,happy,3
course early morning hope sleeping well yesterday truly happy day joyful smile love baby bear love much,happy,3
good point stand hostage code say run joyful could run day enthusiastic stage new thing,happy,3
